,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SKU,アカウント,Order No.,販売日,初回チャット,仕入日,国,販売額,購入済み,仕入れ,国内送料,SLS送料,ポイント加算,その他備考,梱包者,実重g,cm,cm,cm,サイズ,発送チャット,商品名,仕入れ先,領収書印刷,国内追跡番号,SLS追跡番号,ヤマト控え有無,,収支チェック
235,20260430_machida_ph_04_3,,260517N2NNGYXM,5/17,5/18,5/18,フィリピン,"₱4,317.00",TRUE,"¥9,900",¥890,,396P,,松本5/19,1466,43.5,34,10,87.5,,[Direct From Japan] Barbie Basic You Create Kit 3 YOU CREATE BARBIE BASICS™ Neutral Kit 003 Signature BLACK Dress-up dolls & houses Pretend play Barbie dolls Ages 6+ JJX37,Amazon,,1404-6157-2882,,FALSE,,FALSE
236,20260409_machida_ph_01_4,,260518NAR3TUKD,5/18,5/18,5/18,フィリピン,"₱6,694.00",TRUE,"¥11,300","¥1,100",,398P,,5/19松丸,3460,58,40.5,18,116.5,,[Direct From Japan] 1/12 Scale Electric RC Assembly Kit: Midnight Pumpkin Metallic Special 58365,楽天市場（家電のSAKURA）,,1404-6157-2823,,FALSE,,FALSE
237,20260410_mizushima_ph_06,,260518P4BAEMMC,5/18,,,フィリピン,"₱7,369.00",FALSE,仕入れ無,,,,キャンセル,,,,,,0,,[Tamiya] 1/10 Electric RC Car Series No. 694 1/10 RC Toyota GR 86 TT-02 Chassis Electric Radio Control 58694,,,,,FALSE,,FALSE
238,20260417_miyawaki_ph_04_9,,260518PEA6S6BW,5/18,5/19,5/19,フィリピン,"₱8,569.00",TRUE,"¥11,500","¥1,100",,,,5/29小栁,2785,39,39,24,102,,Ichiban Kuji Frieren: Beyond Journey's End Last One Prize: Frieren Art Scale Figure,yahooフリマ,,1404-6157-2263,,FALSE,,FALSE
239,20260430_machida_ph_16,,260518PUQ33BUV,5/18,5/19,5/19,フィリピン,"₱3,733.00",TRUE,"¥8,879",¥650,,355P,,5/20小森,788,31,36,10,77,,[Direct From Japan] Barbie Lunar New Year 2026 Signature BLACK Dress-up Doll & House Pretend Play Barbie Dolls Ages 6+ Red JJX83,Amazon,,1404-6157-2790,,FALSE,,FALSE
240,20260430_machida_ph_14,,260518PVGVYJBS,5/18,5/19,5/19,フィリピン,"₱2,773.00",TRUE,"¥6,160",¥650,,247P,,5/20小森,1089,28,38,13,79,,[Direct From Japan] Barbie Birthday Wishes Latina Signature Dress-up Doll & House – Pretend Play – Barbie Doll – Ages 6+ – Pink – JJX78,Amazon,,1404-6157-2786,,FALSE,,FALSE
241,20260323_machida_ph_01_3,,260518QHD63G7R,5/18,5/19,5/19,フィリピン,"₱7,816.00",TRUE,"¥13,130","¥1,100",,350P,,5/21松丸,3135,53.5,27,23.5,104,,Tamiya 1/10 Electric RC Car Series No.662 Comical Grasshopper (WR-02CB Chassis) Off-Road 58662 【Direct from Japan】,Amazon,,1404-6157-2742,,FALSE,,FALSE
242,20260318_machida_ph_02,,260518QPVHHS37,5/18,5/19,5/19,フィリピン,"₱16,000.00",TRUE,"¥29,733","¥1,100",,991P,,5/21小栁,3050,63.5,42,14,119.5,,Tamiya 1/10 Electric RC Car Series No.719 BBX BB-01 Chassis 58719 [New] [Authentic] [Shipped from Japan],Amazon,,1404-6157-2753,,FALSE,,FALSE
243,20260512_miyawaki_ph_02_2,,260519R7GKHRAT,5/19,5/19,5/19,フィリピン,"₱3,260.00",TRUE,"¥4,600",,,,,松本6/2,934,36,26,16,78,,Ichiban Kuji Kingdom The Future of Qin Prize A Shin MASTERLIZE Figure,メルカリ,,1404-6157-2204,,FALSE,,FALSE
244,20260512_miyawaki_ph_03_2,,260519R7W23XUM,5/19,5/19,5/19,フィリピン,"₱2,948.00",TRUE,"¥4,500",,,,,松本6/2,951,38,26,15,79,,Ichiban Kuji Kingdom The Future of Qin Prize B Mouten MASTERLIZE Figure,メルカリ,,1404-6157-2193,,FALSE,,FALSE
245,20260224_machida_ph_07,,260519S321C9HP,5/19,5/19,5/19,フィリピン,"₱7,629.00",TRUE,"¥14,080","¥1,100",,1789P,,5/20松丸,4048,73,51,15,139,,"Seiko Wall Clock, Analog Cuckoo Clock, Triple Selection Melody, Brown Metallic, 39x39x9.6cm, RE601B",Amazon,,1404-6157-2775,,FALSE,,FALSE
246,20260429_mizushima_ph_13,,260519S77VBEMA,5/19,,,フィリピン,"₱9,800.00",FALSE,仕入れ無,,,,キャンセル,,,,,,0,,[Casio] G-SHOCK Watch [Authentic Japanese Domestic Model] Tough Solar GX-56UBB-1JF Men's Black,,,,,FALSE,,FALSE
247,20260430_machida_ph_04_4,,260519SA7U6N7W,5/19,5/20,5/20,フィリピン,"₱4,317.00",TRUE,"¥9,900",¥890,,396P,,5/21小栁,1448,39.5,36,12,87.5,,[Direct From Japan] Barbie Basic You Create Kit 3 YOU CREATE BARBIE BASICS™ Neutral Kit 003 Signature BLACK Dress-up dolls & houses Pretend play Barbie dolls Ages 6+ JJX37,Amazon,,1404-6157-2720,,FALSE,,FALSE
248,20260123_machida_ph_04_6,,260519SB20FQPH,5/19,5/20,5/19,フィリピン,"₱7,234.00",TRUE,"¥13,904","¥1,100",,868P,,湯浅5/21,3738,54,36,22,112,,Tamiya 1/10 Electric RC Car Series No.242 Wild Willy 2 Off-Road 58242,yahooショッピング,,1404-6157-2731,,FALSE,,FALSE
249,20260318_machida_ph_04_2,,260519SGG8K87J,5/19,,,フィリピン,"₱25,819.00",FALSE,仕入れ無,,,,キャンセル,,,,,,0,,Tamiya 1/10 Electric RC Car Series No.583 Egress (2013) Off-road 58583 [New] [Authentic] [Shipped from Japan],,,,,FALSE,,FALSE
250,20260428_miyawaki_ph_01_6,,260519SV7ECUP4,5/19,5/20,5/20,フィリピン,"₱6,433.00",TRUE,"¥10,000",¥890,,,,6/1松丸,1448,39,29,18,86,,Ichiban Kuji Yu Yu Hakusho Dark Tournament vol.3 Kazuma Kuwabara MASTERLIZE Prize B Figure,メルカリ,,1404-6157-2241,,FALSE,,FALSE
251,20260410_miyawaki_ph_01_13,,260519SV8768G7,5/19,5/20,5/20,フィリピン,"₱4,988.00",TRUE,"¥7,222",,,,キャンセル,,,,,,0,,Ichiban Kuji Yu Yu Hakusho Dark Tournament Vol. 3 Last One Prize: Youko Kurama MASTERLIZE Figure,メルカリ,,,,FALSE,,FALSE
252,20260417_miyawaki_ph_04_10,,260519T4E621YG,5/19,5/20,5/20,フィリピン,"₱8,673.00",TRUE,"¥11,200",,,,,6/2小栁,3121,48,38,36,122,,Ichiban Kuji Frieren: Beyond Journey's End Last One Prize: Frieren Art Scale Figure,yahooフリマ,,1404-6157-2215,,FALSE,,FALSE
253,20260430_machida_ph_14_2,,260520TG8KRM16,5/20,,,フィリピン,"₱2,773.00",FALSE,仕入れ無,,,,キャンセル,,,,,,0,,[Direct From Japan] Barbie Birthday Wishes Latina Signature Dress-up Doll & House – Pretend Play – Barbie Doll – Ages 6+ – Pink – JJX78,,,,,FALSE,,FALSE
254,20260422_ishida_ph_04_2,,260520UR2P95YM,5/20,5/20,,フィリピン,₱506.00,FALSE,,¥650,,,有在庫,,,,,,0,,[BANDAI]GODZIBURST Godzilla(1991),,,1404-6157-2672,,FALSE,,FALSE
255,20260417_miyawaki_ph_04_11,,260520UT191987,5/20,5/21,5/21,フィリピン,"₱8,673.00",TRUE,"¥11,999",,,,,6/2小栁,2942,46,36,36,118,,Ichiban Kuji Frieren: Beyond Journey's End Last One Prize: Frieren Art Scale Figure,メルカリ,,1404-6157-2090,,FALSE,,FALSE
256,20260420_mizushima_ph_09_3,,260520UWXTTRX7,5/20,,,フィリピン,"₱6,211.00",FALSE,仕入れ無,,,,キャンセル,,,,,,0,,[Gundam Base / Event Exclusive] MG 1/100 Wing Gundam Zero EW [CROSS CONTRAST COLORS / CLEAR PURPLE] Plastic Model Kit (Bandai Spirits),,,,,FALSE,,FALSE
257,20260312_machida_ph_02_2,,260520V6PKYS0N,5/20,5/21,5/21,フィリピン,"₱4,090.00",TRUE,"¥7,920",¥650,,237P,,5/25松本,999,33,28.5,16,77.5,,RG 1/144 Blast Impulse Gundam SpecII,Amazon,,1404-6157-2650,,FALSE,,FALSE
258,20260515_ishida_ph_03,,260521VY7VATCK,5/21,5/21,5/21,フィリピン,"₱9,495.00",TRUE,"¥11,500",¥650,,560P,配送失敗,5/22松丸,1977,29.5,17.5,16.5,63.5,,[JBL] CHARGE Essential 2 Wireless Speaker Bluetooth Portable Power Bank Function Passive Radiator IPX7 Waterproof 40W Bass JBLCHARGEES2,Amazon,,1404-6157-2661,,FALSE,,FALSE
259,20260402_miyawaki_ph_01_6,,2605210TM4NATX,5/21,,,フィリピン,"₱2,480.00",FALSE,仕入れ無,,,,キャンセル,,,,,,0,,Ichiban Kuji Yu Yu Hakusho Dark Tournament vol.3 Hiei MASTERLIZE Prize C Figure,,,,,FALSE,,FALSE
260,20260512_miyawaki_ph_02_3,,26052111ATWR4S,5/21,5/21,5/21,フィリピン,"₱3,627.00",TRUE,"¥4,600",,,,,6/2松丸,1180,35,26,18,79,,Ichiban Kuji Kingdom The Future of Qin Prize A Shin MASTERLIZE Figure,メルカリ,,1404-6157-2086,,FALSE,,FALSE
261,20260316_machida_ph_02_2,,260521173JRTJE,5/21,5/22,5/22,フィリピン,"₱6,302.00",TRUE,"¥12,800",¥890,,996P,,5/25松丸,1651,46,40,13,99,,Bandai MG 1/100 Gundam Epyon EW Sturm und Drang Unit Model Kit Gundam W Endless Waltz Gunpla Japan,Amazon,,1404-6157-2646,,FALSE,,FALSE
262,20260417_miyawaki_ph_04_12,,26052119TAVP8S,5/21,5/22,5/22,フィリピン,"₱8,673.00",TRUE,"¥12,000",,,,,6/2松本,3177,43,41,34,118,,Ichiban Kuji Frieren: Beyond Journey's End Last One Prize: Frieren Art Scale Figure,メルカリ,,1404-6157-2075,,FALSE,,FALSE
263,20260512_mizushima_ph_02,,2605211KXF16QE,5/21,5/22,5/22,フィリピン,"₱2,373.00",TRUE,"¥5,970",¥650,,179P,,5/25松丸,916,31.5,26.5,13,71,,[Gundam Base Exclusive] HG 1/144 G-Self (Perfect Pack Equipped) (Gundam Reconguista in G Movie Version) [Bandai Spirits],Amazon,,1404-6157-2635,,FALSE,,FALSE
264,20260501_ishida_ph_05,,26052122FF8X3T,5/21,5/22,5/22,フィリピン,"₱1,221.00",TRUE,"¥2,055",¥890,,62P,,5/25小森,630,29,32,21,82,,[BANDAI] Movie Monster Series: Godzilla (2016) Awakening Ver.,Amazon,,1404-6157-2613,,FALSE,,FALSE
265,20260415_miyawaki_ph_03_14,,26052128WHUBD3,5/21,5/22,5/22,フィリピン,"₱4,732.00",TRUE,"¥5,888",,,,,,,,,,0,,Ichiban Kuji Frieren: Beyond Journey's End Frieren Prize A Figure,メルカリ,,,,FALSE,,FALSE
266,20260430_machida_ph_03_3,,2605222BGC6B11,5/22,5/22,5/22,フィリピン,"₱4,312.00",TRUE,"¥9,405",¥890,,376P,,5/25松丸,1454,39.5,32.5,11.5,83.5,,[Direct From Japan] Barbie Basic You Create Kit 2 YOU CREATE BARBIE BASICS™ Neutral Kit 002 Signature BLACK Dress-up dolls & houses Pretend play Barbie dolls Ages 6+ JJX36,Amazon,,1404-6157-2602,,FALSE,,FALSE
267,20260430_machida_ph_04_5,,2605222FXTNHXX,5/22,5/22,5/22,フィリピン,"₱4,317.00",TRUE,"¥9,405",¥890,,376P,,5/25小森,1446,30,43,10,83,,[Direct From Japan] Barbie Basic You Create Kit 3 YOU CREATE BARBIE BASICS™ Neutral Kit 003 Signature BLACK Dress-up dolls & houses Pretend play Barbie dolls Ages 6+ JJX37,Amazon,,1404-6157-2624,,FALSE,,FALSE
268,20260323_machida_ph_05,,260522378XWFQG,5/22,5/22,5/22,フィリピン,"₱12,637.00",TRUE,"¥21,781","¥1,100",,735P,,5/26松本,2727,63,41.5,14,118.5,,[Direct From Japan] Tamiya 1/10 Electric RC Car Series No. 695 1/10 RC Racing Buggy Wild One Off-Roader BLOCKHEAD MOTORS 58695,Amazon,,1404-6157-2576,,FALSE,,FALSE
269,20260417_miyawaki_ph_04_13,,2605223BS1W4FQ,5/22,5/25,5/22,フィリピン,"₱8,673.00",TRUE,"¥10,350",,,,,,,,,,0,,Ichiban Kuji Frieren: Beyond Journey's End Last One Prize: Frieren Art Scale Figure,yahooフリマ,,,,FALSE,,FALSE
270,20260417_miyawaki_ph_04_14,,26052245DS64UJ,5/22,5/25,5/25,フィリピン,"₱8,673.00",TRUE,"¥11,800",,,,,,,,,,0,,Ichiban Kuji Frieren: Beyond Journey's End Last One Prize: Frieren Art Scale Figure,メルカリ,,,,FALSE,,FALSE
271,20260512_mizushima_ph_02_2,,2605224HWU95T8,5/22,5/25,5/25,フィリピン,"₱2,213.00",TRUE,"¥3,120",¥650,,62P,,5/28松丸,737,31.5,23,12,66.5,,[Gundam Base Exclusive] HG 1/144 G-Self (Perfect Pack Equipped) (Gundam Reconguista in G Movie Version) [Bandai Spirits],Amazon,,1404-6157-2484,,FALSE,,FALSE
272,20260501_mizushima_ph_07,,26052353YN4QMU,5/23,5/25,5/25,フィリピン,"₱7,375.00",TRUE,"¥12,480",¥890,,349P,,5/26小森,1474,35,49,15,99,,[Gundam Base / Event Exclusive] MG 1/100 Gundam Deathscythe Hell EW [Special Coating] (Bandai Spirits),Amazon,,1404-6157-2543,,FALSE,,FALSE
273,20260511_mizushima_ph_04_2,,2605235KB7YPVM,5/23,,,フィリピン,"₱7,827.00",FALSE,仕入れ無,,,,キャンセル,,,,,,0,,[Gundam Base Limited Edition] RG 1/144 Hi-ν Gundam Mobile Suit Gundam Char's Counterattack [Titanium Finish] (Bandai Spirits),,,,,FALSE,,FALSE
274,20260429_machida_ph_02,,26052362N4FNH6,5/23,5/25,5/25,フィリピン,"₱7,117.00",TRUE,"¥10,450","¥1,100",,104P,,5/26湯浅,2675,55,37,26,118,,[Direct From Japan] Tamiya 1/10 Electric RC Car Series No. 634 NSX (TT-02 Chassis) On-Road 58634,Joshin,,1404-6157-2532,,FALSE,,FALSE
275,20260511_mizushima_ph_04_2,,2605236687GP6Q,5/23,5/25,5/25,フィリピン,"₱7,827.00",TRUE,"¥13,365",¥890,,367P,ラベル貼り忘れ,5/26松丸菅原,1669,42,39,13,94,,[Gundam Base Limited Edition] RG 1/144 Hi-ν Gundam Mobile Suit Gundam Char's Counterattack [Titanium Finish] (Bandai Spirits),Amazon,,1404-6157-2521,,FALSE,,FALSE
276,20260302_machida_ph_02_2,,260523671BG3C3,5/23,5/25,5/25,フィリピン,"₱2,908.00",TRUE,"¥4,681",¥650,,140P,,5/26松丸,1414,37,26.5,15.5,79,,Jurassic World Hammond Collection Stegosaurus Action Figure Dinosaur Toy,Amazon,,1404-6157-2580,,FALSE,,FALSE
277,20260324_machida_ph_04_3,,2605236S5MGA11,5/23,5/25,5/25,フィリピン,"₱9,334.00",TRUE,"¥16,480","¥1,100",,164P,,5/26湯浅,2529,58,35,26,119,,Authentic Tamiya 1/10 Scale Electric RC Car Series No. 747 Mini Cooper Racing (MB-01 Chassis) Electric Radio Control 58747,Joshin（A）,,1404-6157-2506,,FALSE,,FALSE
278,20260430_machida_ph_14_2,,2605248590MAS6,5/24,5/25,5/25,フィリピン,"₱2,773.00",TRUE,"¥5,852",¥890,,235P,,5/27湯浅,1228,40,30,14,84,,[Direct From Japan] Barbie Birthday Wishes Latina Signature Dress-up Doll & House – Pretend Play – Barbie Doll – Ages 6+ – Pink – JJX78,Amazon,,1404-6157-2495,,FALSE,,FALSE
279,20260413_machida_ph_01_3,,2605249B54F4FC,5/24,5/25,5/25,フィリピン,"₱6,794.00",TRUE,"¥12,848","¥1,100",,,,5/26小森,3129,63,16,40,119,,[Direct From Japan] Tamiya 1/10 Electric RC Car Series No. 546 1/12 Lunchbox Black Edition 58546,洛西モデル,,1404-6175-2554,,FALSE,,FALSE
280,20260219_machida_sg_02,,2605249MNBHU7Q,5/24,5/25,5/25,シンガポール,SDG141.95,TRUE,"¥13,574","¥1,100",,507P,,5/26松丸,4005,84,30.5,17,131.5,,RANGS Japan Rip Surf Skateboard,Amazon,,1404-6157-2565,,FALSE,,FALSE
281,20260220_machida_ph_06_2,,2605249PBGDCJA,5/24,5/25,5/25,フィリピン,"₱10,325.00",TRUE,"¥21,324",¥520,,739P,,5/28湯浅,1028,27,19,13,59,,Shimano (SHIMANO) Baitcasting Reel Dual Axis 20 Thoreum 2000HG,Amazon,,1404-6157-2591,,FALSE,,FALSE
282,20260522_miyawaki_ph_02,,260525AUXEHDYB,5/25,5/26,5/26,フィリピン,"₱5,418.00",TRUE,"¥5,937",,,,キャンセル,,,,,,0,,Ichiban Kuji BLEACH Stirring Souls vol.4 Prize A: Toshiro Hitsugaya MASTERLISE Figure,yahooフリマ,,,,FALSE,,FALSE
283,20260420_mizushima_ph_09_3,,260525BC8F0NBV,5/25,,,フィリピン,"₱6,211.00",FALSE,仕入れ無,,,,キャンセル,,,,,,0,,[Gundam Base / Event Exclusive] MG 1/100 Wing Gundam Zero EW [CROSS CONTRAST COLORS / CLEAR PURPLE] Plastic Model Kit (Bandai Spirits),,,,,FALSE,,FALSE
284,20260504_ishida_ph_02_2,,260525BK7M5M21,5/25,5/26,5/26,フィリピン,₱624.00,TRUE,¥878,¥520,,26P,,5/28松本,233,23,19,11,53,,[Bandai] JAPAN GODZILLA(2023) Mount Fuji,Amazon,,1404-6157-2436,,FALSE,,FALSE
285,20260123_machida_ph_04_7,,260525BV81SU7R,5/25,,5/26,フィリピン,"₱7,234.00",TRUE,"¥10,367",キャンセル,有在庫へ,,キャンセル,,,,,,0,,Tamiya 1/10 Electric RC Car Series No.242 Wild Willy 2 Off-Road 58242,洛西モデル,,,,FALSE,,FALSE
286,20260323_machida_ph_02＿2,,260525BY81JV6R,5/25,5/26,5/26,フィリピン,"₱10,648.00",TRUE,"¥17,400","¥1,100",,622P,,5/27菅原,3679,62,42,17,121,,[Direct From Japan] Tamiya 1/10 Electric RC Car Series No. 618 Monster Beetle 2015 Off-Road 58618,Amazon,,1404-6157-2462,,FALSE,,FALSE
287,20260325_machida_ph_02,,260525C175EV44,5/25,5/26,5/26,フィリピン,"₱10,154.00",TRUE,"¥17,172","¥1,100",,615P,,5/27松丸,3098,55,46,16,117,,Tamiya 1/10 Electric RC Car Series No.502 Blitzer Beetle (2011) Off-Road 58502【Direct from Japan】,Amazon,,1404-6157-2473,,FALSE,,FALSE
288,20260429_miyawaki_ph_01_2,,260525C3APJ64Q,5/25,5/26,5/26,フィリピン,"₱3,917.00",TRUE,"¥5,000",,,,,,,,,,0,,Ichiban Kuji Yu Yu Hakusho Dark Tournament vol.3 Prize D: Koenma MASTERLISE Figure,メルカリ,,,,FALSE,,FALSE
289,20260415_miyawaki_ph_03_15,,260526CM0U6Y5A,5/26,5/26,5/26,フィリピン,"₱4,258.00",TRUE,"¥6,180",,,,,,,,,,0,,Ichiban Kuji Frieren: Beyond Journey's End Frieren Prize A Figure,yahooフリマ,,,,FALSE,,FALSE
290,20260416_machida_ph_13,,260526CW1FJUWM,5/26,5/26,5/26,フィリピン,"₱1,202.00",TRUE,"¥4,980",¥520,,174P,,5/27小栁,210,21,12.5,9.5,43,,[Direct From Japan] Takara Tomy (TAKARA TOMY) Beyblade X BX-48 Random Booster Vol. 9,楽天市場（天天ストア）,,1404-6157-2414,,FALSE,,FALSE
291,20260320_machida_ph_01_2,,260526D659VPYR,5/26,,5/26,フィリピン,"₱5,894.00",TRUE,"¥10,947","¥1,100",,,,5/27松丸,3058,53,35,15.5,103.5,,TAMIYA 1/12 Electric RC Car Series No. 547 Midnight Pumpkin Black Edition 58547,洛西モデル,,1404-6157-2440,,FALSE,,FALSE
292,20260402_miyawaki_ph_01_6,,260526DC5UNKQX,5/26,5/26,5/26,フィリピン,"₱2,480.00",TRUE,"¥3,200",,,,,,,,,,0,,Ichiban Kuji Yu Yu Hakusho Dark Tournament vol.3 Hiei MASTERLIZE Prize C Figure,メルカリ,,,,FALSE,,FALSE
293,20260424_machida_ph_01,,260526DJAG0SPH,5/26,5/26,5/26,フィリピン,"₱3,086.00",TRUE,"¥4,306",¥890,,129P,,5/27小栁,2088,46,37,17,100,,[Direct From Japan] [2026 Model] Takara Tomy Plarail: Connect and Have Fun! Plarail Best Selection Set – Trains and Trainsets – Toy – Ages 3+,Amazon,,1404-6157-2403,,FALSE,,FALSE
294,20260410_miyawaki_ph_01_14,,260526DK1WHTH6,5/26,5/26,5/26,フィリピン,"₱4,489.00",TRUE,"¥7,500",,,,,,,,,,0,,Ichiban Kuji Yu Yu Hakusho Dark Tournament Vol. 3 Last One Prize: Youko Kurama MASTERLIZE Figure,yahooフリマ,,1404-6157-2042,,FALSE,,FALSE
295,20260306_machida_ph_04_3,,260526DMY88DHA,5/26,5/26,5/26,フィリピン,"₱11,850.00",TRUE,"¥24,800","¥1,100",,248P,,5/28松本,3127,74.5,39,25.5,139,,Tamiya RC Special Product 1/10 Electric RC Car Super Astute 2018 Off-Road 47381,Joshin（A）,,1404-6157-2381,,FALSE,,FALSE
296,20260417_miyawaki_ph_02_2,,260526DQ4Q933Y,5/26,5/26,5/26,フィリピン,"₱3,742.00",TRUE,"¥4,500",,,,,,,,,,0,,Ichiban Kuji Yu Yu Hakusho Dark Tournament Prize B Yusuke Urameshi MASTERLISE Figure,メルカリ,,,,FALSE,,FALSE
297,20260429_miyawaki_ph_02_2,,260526DQ4Q933Y,5/26,5/26,5/26,フィリピン,"₱3,759.00",TRUE,"¥5,200",,,,,,,,,,0,,Ichiban Kuji Yu Yu Hakusho Dark Tournament vol.3 Prize E Genkai MASTERLISE EMOVING Figure,yahooフリマ,,,,FALSE,,FALSE
298,20260316_machida_ph_03_3,,260526DUM3BUBA,5/26,5/27,5/27,フィリピン,"₱4,394.00",TRUE,"¥7,480",¥890,,224P,,5/28松本,1281,43,35,12,90,,Bandai (Bandai) RG 1/144 GUNDAM SIDE-F Limited RX-93FF ν Gundam Mobile Suit Gundam Counterattack Char,Amazon,,1404-6157-2370,,FALSE,,FALSE
299,20260415_miyawaki_ph_03_16,,260526EH50FPUK,5/26,,,フィリピン,"₱4,258.00",FALSE,仕入れ無,,,,キャンセル,,,,,,0,,Ichiban Kuji Frieren: Beyond Journey's End Frieren Prize A Figure,,,,,FALSE,,FALSE
300,20260415_miyawaki_ph_03_16,,260526EHKC4V2T,5/26,5/27,5/27,フィリピン,"₱4,258.00",TRUE,"¥6,200",,,,,,,,,,0,,Ichiban Kuji Frieren: Beyond Journey's End Frieren Prize A Figure,yahooフリマ,,,,FALSE,,FALSE
301,20260526_miyawaki_ph_01,,260527F5M45PRT,5/27,5/27,5/27,フィリピン,"₱5,117.00",TRUE,"¥7,777",,,,,,,,,,0,,Ichiban Kuji HUNTER×HUNTER ZAOLDYECK FAMILY Prize B Zeno Zaoldyeck MASTERLISE Figure,メルカリ,,,,FALSE,,FALSE
302,20260422_ishida_ph_04_2,,260527G49U67BH,5/27,5/27,5/27,フィリピン,₱506.00,TRUE,¥710,¥520,,35P,,5/28湯浅,286,23,19,11,53,,[BANDAI]GODZIBURST Godzilla(1991),Amazon,,1404-6157-2300,,FALSE,,FALSE
303,20260306_machida_ph_04_4,,260527GAX0C3A0,5/27,5/27,5/27,フィリピン,"₱11,850.00",TRUE,"¥30,622","¥1,100",,1630P,,5/29小栁,2941,54,45.5,14.5,114,,Tamiya RC Special Product 1/10 Electric RC Car Super Astute 2018 Off-Road 47381,Amazon,,1404-6157-2296,,FALSE,,FALSE
304,20260424_ishida_ph_03_2,,260527GFCGT8FP,5/27,,,フィリピン,"₱6,126.00",FALSE,仕入れ無,,,,キャンセル,,,,,,0,,[Direct From Japan]YAMAHA Portable Speaker WS-B1A(B): Bluetooth / Compact / IP67-rated dust and water resistance / Ideal for wet areas and outdoor use / Clear Voice / Black,,,,,FALSE,,FALSE
305,20260420_mizushima_ph_09_3,,260527GFQA330K,5/27,,,フィリピン,"₱6,211.00",FALSE,仕入れ無,,,,キャンセル,,,,,,0,,[Gundam Base / Event Exclusive] MG 1/100 Wing Gundam Zero EW [CROSS CONTRAST COLORS / CLEAR PURPLE] Plastic Model Kit (Bandai Spirits),,,,,FALSE,,FALSE
306,20260415_miyawaki_ph_03_17,,260527GQH3RAS1,5/27,,,フィリピン,"₱4,258.00",FALSE,仕入れ無,,,,キャンセル,,,,,,0,,Ichiban Kuji Frieren: Beyond Journey's End Frieren Prize A Figure,,,,,FALSE,,FALSE
307,20260420_mizushima_ph_07_3,,260527GWQN4QY1,5/27,5/28,5/28,フィリピン,"₱7,618.00",TRUE,"¥10,811","¥1,100",,,,5/29小栁,2959,63.5,44.5,20,128,,[Gundam Base/Event Exclusive] MG 1/100 Sazabi Ver.Ka Mechanical Clear Model Kit from Mobile Suit Gundam: Char's Counterattack (Bandai Spirits),駿河屋,,1404-6157-2274,,FALSE,,FALSE
308,20260417_miyawaki_ph_04_15,,260527H8KGCR0K,5/27,5/28,5/28,フィリピン,"₱8,673.00",TRUE,"¥11,300",,,,,,,,,,0,,Ichiban Kuji Frieren: Beyond Journey's End Last One Prize: Frieren Art Scale Figure,yahooフリマ,,,,FALSE,,FALSE
309,20260123_machida_ph_04_8,,260528HD6A8CJ6,5/28,5/28,,フィリピン,"₱6,510.00",FALSE,仕入れ無,,,,キャンセル,,,,,,0,,Tamiya 1/10 Electric RC Car Series No.242 Wild Willy 2 Off-Road 58242,,,,,FALSE,,FALSE
310,20260323_machida_ph_01_4,,260528HECC2WJP,5/28,,,フィリピン,"₱7,034.00",FALSE,仕入れ無,,,,キャンセル,,,,,,0,,Tamiya 1/10 Electric RC Car Series No.662 Comical Grasshopper (WR-02CB Chassis) Off-Road 58662 【Direct from Japan】,,,,,FALSE,,FALSE
311,20260219_machida_ph_02,,260528HGHQ7PN2,5/28,5/28,5/28,フィリピン,"₱5,304.00",TRUE,"¥13,568","¥1,460",,779P,,5/29松丸,4574,93,41.5,17.5,152,,RANGS Japan Rip Surf Skateboard,Amazon,,1404-6157-2226,,FALSE,,FALSE
312,20260430_ishida_ph_05,,260528J9E83T99,5/28,5/28,5/28,フィリピン,"₱1,360.00",TRUE,"¥2,382",¥520,,118P,,5/29小栁,327,31,17,11,59,,[BANDAI] Movie Monster Series: Godzilla (1971),Amazon,,1404-6157-2230,,FALSE,,FALSE
313,20260415_miyawaki_ph_03_17,,260528JGPBBRE6,5/28,5/28,5/28,フィリピン,"₱4,258.00",TRUE,"¥6,200",,,,,,,,,,0,,Ichiban Kuji Frieren: Beyond Journey's End Frieren Prize A Figure,メルカリ,,,,FALSE,,FALSE
314,20260415_miyawaki_ph_03_18,,260528KBS8RJBC,5/28,5/29,5/29,フィリピン,"₱4,258.00",TRUE,"¥6,300",,,,,,,,,,0,,Ichiban Kuji Frieren: Beyond Journey's End Frieren Prize A Figure,yahooフリマ,,,,FALSE,,FALSE
315,20260318_machida_ph_01_7,,260528KKFVD0HJ,5/28,5/29,5/29,フィリピン,"₱5,875.00",TRUE,"¥10,561","¥1,100",,629P,,,,,,,0,,Tamiya 1/10 Electric RC Car Series No.571 Porsche 911 Carrera RSR (TT-02 Chassis) On-Road 58571 [New] [Authentic] [Shipped from Japan],Amazon,,1404-6157-1972,,FALSE,,FALSE
316,20260522_miyawaki_ph_04,,260529M3RF5QQT,5/29,5/29,5/29,フィリピン,"₱6,141.00",TRUE,"¥9,000",,,,,,,,,,0,,Ichiban Kuji BLEACH Stirring Souls vol.4 Prize C: Aizen Sousuke MASTERLISE Figure,メルカリ,,,,FALSE,,FALSE
